"Provisional weekly death counts, by age group and sex c 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15"
"Frequency: Weekly"
"Table: 13-10-0768-01"
"Release date: 2023-05-11"
"Geography: Canada, Province or territory"
""
""

,"Age at time of death","Age at time of death, all ages 18",,
,"Sex","Both sexes 19","Males","Females"
,"Characteristics 17","Number of deaths","Number of deaths","Number of deaths"
"Geography, place of occurrence 16","Reference period"
,,"Number",,
,"January 9, 2021","850","475","365"
,"January 16, 2021","840","430","410"
,"January 23, 2021","865","485","375"
,"January 30, 2021","860","470","390"
,"February 6, 2021","810","415","390"
,"February 13, 2021","895","490","405"
,"February 20, 2021","840","465","375"
,"February 27, 2021","870","485","385"
,"March 6, 2021","795","445","350"
,"March 13, 2021","785","410","370"
,"March 20, 2021","835","420","415"
,"March 27, 2021","840","475","365"
,"April 3, 2021","840","465","380"
,"April 10, 2021","815","425","390"
,"April 17, 2021","810","440","375"
,"April 24, 2021","760","440","320"
,"May 1, 2021","755","420","330"
,"May 8, 2021","830","435","390"
,"May 15, 2021","780","435","340"
,"May 22, 2021","800","430","370"
,"May 29, 2021","735","405","330"
,"June 5, 2021","825","455","365"
,"June 12, 2021","750","395","355"
,"June 19, 2021","705","390","310"
,"June 26, 2021","850","470","375"
,"July 3, 2021","1,490","785","705"
,"July 10, 2021","820","475","350"
,"July 17, 2021","785","420","365"
,"July 24, 2021","815","475","340"
,"July 31, 2021","795","440","355"
,"August 7, 2021","810","440","370"
,"August 14, 2021","750","420","330"
,"August 21, 2021","830","440","395"
,"August 28, 2021","815","445","365"
,"September 4, 2021","850","460","395"
,"September 11, 2021","850","485","365"
,"September 18, 2021","850","485","365"
,"September 25, 2021","895","505","395"
,"October 2, 2021","925","515","410"
,"October 9, 2021","870","485","385"
,"October 16, 2021","915","495","415"
,"October 23, 2021","955","550","405"
,"October 30, 2021","885","505","385"
,"November 6, 2021","940","490","445"
,"November 13, 2021","935","485","450"
,"November 20, 2021","880","465","410"
,"November 27, 2021","920","500","420"
,"December 4, 2021","905","475","430"
,"December 11, 2021","880","480","400"
,"December 18, 2021","925","485","440"
,"December 25, 2021","990","530","460"
,"January 1, 2022","940","515","430"
,"January 8, 2022","985","535","445"
,"January 15, 2022","1,015","540","475"
,"January 22, 2022","995","540","465"
,"January 29, 2022","945","525","415"
,"February 5, 2022","1,025","565","460"
,"February 12, 2022","980","555","420"
,"February 19, 2022","950","525","425"
,"February 26, 2022","940","515","430"
,"March 5, 2022","915","510","410"
,"March 12, 2022","835","445","390"
,"March 19, 2022","825","450","375"
,"March 26, 2022","830","460","370"
,"April 2, 2022","825","470","350"
,"April 9, 2022","815","425","390"
,"April 16, 2022","840","430","405"
,"April 23, 2022","825","430","400"
,"April 30, 2022","845","460","380"
,"May 7, 2022","900","495","410"
,"May 14, 2022","880","460","425"
,"May 21, 2022","865","485","385"
,"May 28, 2022","870","485","380"
,"June 4, 2022","795","450","340"
,"June 11, 2022","800","450","350"
,"June 18, 2022","815","440","375"
,"June 25, 2022","755","415","345"
,"July 2, 2022","855","470","385"
,"July 9, 2022","790","425","365"
,"July 16, 2022","825","460","360"
,"July 23, 2022","825","440","385"
,"July 30, 2022","895","505","390"
,"August 6, 2022","795","430","365"
,"August 13, 2022","855","475","385"
,"August 20, 2022","825","455","365"
,"August 27, 2022","835","475","360"
,"September 3, 2022","865","485","385"
,"September 10, 2022","805","455","350"
,"September 17, 2022","800","435","365"
,"September 24, 2022","810","420","390"
,"October 1, 2022","910","505","405"
,"October 8, 2022","835","460","370"
,"October 15, 2022","860","470","395"
,"October 22, 2022","860","465","395"
,"October 29, 2022","850","465","385"
,"November 5, 2022","925","515","415"
,"November 12, 2022","910","500","415"
,"November 19, 2022","930","515","420"
,"November 26, 2022","975","530","450"
,"December 3, 2022","985","530","450"
,"December 10, 2022","990","550","440"
,"December 17, 2022","920","530","395"
,"December 24, 2022","975","565","410"
,"December 31, 2022","1,030","560","470"
"Yukon, place of occurrence","January 9, 2010","5","5","0"
,"January 16, 2010","5","5","0"
,"January 23, 2010","5","0","5"
,"January 30, 2010","5","5","0"
,"February 6, 2010","0","0","0"
,"February 13, 2010","0","0","0"
,"February 20, 2010","0","0","0"
,"February 27, 2010","0","0","0"
,"March 6, 2010","0","0","0"
,"March 13, 2010","0","0","0"
,"March 20, 2010","0","0","0"
,"March 27, 2010","0","0","0"
,"April 3, 2010","0","0","0"
,"April 10, 2010","0","0","0"
,"April 17, 2010","5","0","5"
,"April 24, 2010","0","0","0"
,"May 1, 2010","5","5","0"
,"May 8, 2010","5","5","0"
,"May 15, 2010","5","0","5"
,"May 22, 2010","0","0","0"
,"May 29, 2010","0","0","0"
,"June 5, 2010","0","0","0"
,"June 12, 2010","5","0","5"
,"June 19, 2010","5","0","5"
,"June 26, 2010","10","5","5"
,"July 3, 2010","0","0","0"
,"July 10, 2010","5","5","0"
,"July 17, 2010","5","5","0"
,"July 24, 2010","5","0","5"
,"July 31, 2010","5","5","0"
,"August 7, 2010","5","0","5"
,"August 14, 2010","0","0","0"
,"August 21, 2010","5","5","0"
,"August 28, 2010","0","0","0"
,"September 4, 2010","5","0","5"
,"September 11, 2010","5","0","5"
,"September 18, 2010","5","5","0"
,"September 25, 2010","5","5","0"
,"October 2, 2010","5","5","0"
,"October 9, 2010","0","0","0"
,"October 16, 2010","0","0","0"
,"October 23, 2010","5","0","5"
,"October 30, 2010","0","0","0"
,"November 6, 2010","5","0","5"
,"November 13, 2010","5","5","0"
,"November 20, 2010","5","5","0"
,"November 27, 2010","5","5","0"
,"December 4, 2010","5","0","5"
,"December 11, 2010","0","0","0"
,"December 18, 2010","5","5","0"
,"December 25, 2010","5","5","0"
,"January 1, 2011","5","0","5"
,"January 8, 2011","5","0","5"
,"January 15, 2011","5","5","0"
,"January 22, 2011","0","0","0"
,"January 29, 2011","5","0","5"
,"February 5, 2011","0","0","0"
,"February 12, 2011","0","0","0"
,"February 19, 2011","0","0","0"
,"February 26, 2011","0","0","0"
,"March 5, 2011","5","5","0"
,"March 12, 2011","5","0","5"
,"March 19, 2011","0","0","0"
,"March 26, 2011","0","0","0"
,"April 2, 2011","0","0","0"
,"April 9, 2011","5","5","0"
,"April 16, 2011","0","0","0"
,"April 23, 2011","0","0","0"
,"April 30, 2011","5","0","5"
,"May 7, 2011","0","0","0"
,"May 14, 2011","10","10","0"
,"May 21, 2011","5","5","0"
,"May 28, 2011","0","0","0"
,"June 4, 2011","0","0","0"
,"June 11, 2011","0","0","0"
,"June 18, 2011","0","0","0"
,"June 25, 2011","5","5","0"
,"July 2, 2011","10","5","5"
,"July 9, 2011","5","0","5"
,"July 16, 2011","5","5","0"
,"July 23, 2011","0","0","0"
,"July 30, 2011","5","5","0"
,"August 6, 2011","0","0","0"
,"August 13, 2011","0","0","0"
,"August 20, 2011","0","0","0"
,"August 27, 2011","5","5","0"
,"September 3, 2011","0","0","0"
,"September 10, 2011","5","5","0"
,"September 17, 2011","5","5","0"
,"September 24, 2011","5","0","5"
,"October 1, 2011","0","0","0"
,"October 8, 2011","5","0","5"
,"October 15, 2011","5","0","5"
,"October 22, 2011","10","5","5"
,"October 29, 2011","0","0","0"
,"November 5, 2011","5","5","0"
,"November 12, 2011","5","5","0"
,"November 19, 2011","5","0","5"
,"November 26, 2011","5","0","5"
,"December 3, 2011","0","0","0"
,"December 10, 2011","0","0","0"
,"December 17, 2011","5","5","0"
,"December 24, 2011","10","5","5"
,"December 31, 2011","5","5","0"
,"January 7, 2012","0","0","0"
,"January 14, 2012","0","0","0"
,"January 21, 2012","5","5","0"
,"January 28, 2012","5","5","0"
,"February 4, 2012","0","0","0"
,"February 11, 2012","0","0","0"
,"February 18, 2012","0","0","0"
,"February 25, 2012","5","5","0"
,"March 3, 2012","10","10","0"
,"March 10, 2012","5","5","0"
,"March 17, 2012","0","0","0"
,"March 24, 2012","5","5","0"
,"March 31, 2012","5","5","0"
,"April 7, 2012","5","5","0"
,"April 14, 2012","5","5","0"
,"April 21, 2012","0","0","0"
,"April 28, 2012","5","0","5"
,"May 5, 2012","5","5","0"
,"May 12, 2012","5","5","0"
,"May 19, 2012","5","5","0"
,"May 26, 2012","0","0","0"
,"June 2, 2012","0","0","0"
,"June 9, 2012","5","0","5"
,"June 16, 2012","5","5","0"
,"June 23, 2012","10","5","5"
,"June 30, 2012","0","0","0"
,"July 7, 2012","5","0","5"
,"July 14, 2012","0","0","0"
,"July 21, 2012","0","0","0"
,"July 28, 2012","0","0","0"
,"August 4, 2012","0","0","0"
,"August 11, 2012","5","5","0"
,"August 18, 2012","5","5","0"
,"August 25, 2012","5","5","0"
,"September 1, 2012","5","0","5"
,"September 8, 2012","0","0","0"
,"September 15, 2012","0","0","0"
,"September 22, 2012","0","0","0"
,"September 29, 2012","5","5","0"
,"October 6, 2012","5","5","0"
,"October 13, 2012","10","5","5"
,"October 20, 2012","0","0","0"
,"October 27, 2012","10","0","10"
,"November 3, 2012","0","0","0"
,"November 10, 2012","0","0","0"
,"November 17, 2012","5","5","0"
,"November 24, 2012","5","0","5"
,"December 1, 2012","0","0","0"
,"December 8, 2012","0","0","0"
,"December 15, 2012","5","5","0"
,"December 22, 2012","0","0","0"
,"December 29, 2012","5","5","0"
,"January 5, 2013","0","0","0"
,"January 12, 2013","5","0","5"
,"January 19, 2013","5","5","0"
,"January 26, 2013","0","0","0"
,"February 2, 2013","5","0","5"
,"February 9, 2013","5","5","0"
,"February 16, 2013","5","5","0"
,"February 23, 2013","5","0","5"
,"March 2, 2013","0","0","0"
,"March 9, 2013","5","0","5"
,"March 16, 2013","0","0","0"
,"March 23, 2013","0","0","0"
,"March 30, 2013","5","5","0"
,"April 6, 2013","5","0","5"
,"April 13, 2013","0","0","0"
,"April 20, 2013","5","5","0"
,"April 27, 2013","5","0","5"
,"May 4, 2013","0","0","0"
,"May 11, 2013","10","5","5"
,"May 18, 2013","5","5","0"
,"May 25, 2013","0","0","0"
,"June 1, 2013","0","0","0"
,"June 8, 2013","5","0","5"
,"June 15, 2013","5","0","5"
,"June 22, 2013","5","5","0"
,"June 29, 2013","0","0","0"
,"July 6, 2013","5","0","5"
,"July 13, 2013","5","5","0"
,"July 20, 2013","5","0","5"
,"July 27, 2013","0","0","0"
,"August 3, 2013","0","0","0"
,"August 10, 2013","0","0","0"
,"August 17, 2013","5","5","0"
,"August 24, 2013","5","5","0"
,"August 31, 2013","0","0","0"
,"September 7, 2013","5","5","0"
,"September 14, 2013","5","0","5"
,"September 21, 2013","0","0","0"
,"September 28, 2013","5","5","0"
,"October 5, 2013","5","5","0"
,"October 12, 2013","10","5","5"
,"October 19, 2013","0","0","0"
,"October 26, 2013","5","0","5"
,"November 2, 2013","5","0","5"
,"November 9, 2013","5","0","5"
,"November 16, 2013","5","0","5"
,"November 23, 2013","10","5","5"
,"November 30, 2013","5","5","0"
,"December 7, 2013","5","5","0"
,"December 14, 2013","0","0","0"
,"December 21, 2013","0","0","0"
,"December 28, 2013","5","0","5"
,"January 4, 2014","5","5","0"
,"January 11, 2014","0","0","0"
,"January 18, 2014","0","0","0"
,"January 25, 2014","5","5","0"
,"February 1, 2014","0","0","0"
,"February 8, 2014","0","0","0"
,"February 15, 2014","10","5","5"
,"February 22, 2014","0","0","0"
,"March 1, 2014","10","5","5"
,"March 8, 2014","0","0","0"
,"March 15, 2014","10","5","5"
,"March 22, 2014","5","5","0"
,"March 29, 2014","5","5","0"
,"April 5, 2014","0","0","0"
,"April 12, 2014","5","5","0"
,"April 19, 2014","5","5","0"
,"April 26, 2014","5","5","0"
,"May 3, 2014","5","0","5"
,"May 10, 2014","0","0","0"
,"May 17, 2014","0","0","0"
,"May 24, 2014","0","0","0"
,"May 31, 2014","5","0","5"
,"June 7, 2014","0","0","0"
,"June 14, 2014","5","0","5"
,"June 21, 2014","0","0","0"
,"June 28, 2014","5","5","0"
,"July 5, 2014","0","0","0"
,"July 12, 2014","5","5","0"
,"July 19, 2014","0","0","0"
,"July 26, 2014","5","0","5"
,"August 2, 2014","5","5","0"
,"August 9, 2014","0","0","0"
,"August 16, 2014","5","5","0"
,"August 23, 2014","5","5","0"
,"August 30, 2014","5","0","5"
,"September 6, 2014","5","5","0"
,"September 13, 2014","10","5","5"
,"September 20, 2014","0","0","0"
,"September 27, 2014","0","0","0"
,"October 4, 2014","5","0","5"
,"October 11, 2014","0","0","0"
,"October 18, 2014","5","5","0"
,"October 25, 2014","0","0","0"
,"November 1, 2014","5","5","0"
,"November 8, 2014","0","0","0"
,"November 15, 2014","0","0","0"
,"November 22, 2014","5","0","5"
,"November 29, 2014","5","5","0"
,"December 6, 2014","10","5","5"
,"December 13, 2014","10","10","0"
,"December 20, 2014","0","0","0"
,"December 27, 2014","5","0","5"
,"January 3, 2015","5","0","5"
,"January 10, 2015","5","5","0"
,"January 17, 2015","0","0","0"
,"January 24, 2015","0","0","0"
,"January 31, 2015","0","0","0"
,"February 7, 2015","5","0","5"
,"February 14, 2015","0","0","0"
,"February 21, 2015","5","0","5"
,"February 28, 2015","5","5","0"
,"March 7, 2015","5","5","0"
,"March 14, 2015","5","5","0"
,"March 21, 2015","0","0","0"
,"March 28, 2015","0","0","0"
,"April 4, 2015","5","5","0"
,"April 11, 2015","5","5","0"
,"April 18, 2015","5","5","0"
,"April 25, 2015","0","0","0"
,"May 2, 2015","5","5","0"
,"May 9, 2015","5","0","5"
,"May 16, 2015","5","5","0"
,"May 23, 2015","5","0","5"
,"May 30, 2015","5","5","0"
,"June 6, 2015","5","5","0"
,"June 13, 2015","5","5","0"
,"June 20, 2015","10","10","0"
,"June 27, 2015","5","5","0"
,"July 4, 2015","0","0","0"
,"July 11, 2015","5","0","5"
,"July 18, 2015","5","5","0"
,"July 25, 2015","5","0","5"
,"August 1, 2015","10","5","5"
,"August 8, 2015","5","5","0"
,"August 15, 2015","0","0","0"
,"August 22, 2015","10","5","5"
,"August 29, 2015","5","5","0"
,"September 5, 2015","5","5","0"
,"September 12, 2015","5","5","0"
,"September 19, 2015","10","5","5"
,"September 26, 2015","5","5","0"
,"October 3, 2015","5","0","5"
,"October 10, 2015","5","5","0"
,"October 17, 2015","5","5","0"
,"October 24, 2015","5","5","0"
,"October 31, 2015","5","5","0"
,"November 7, 2015","5","5","0"
,"November 14, 2015","0","0","0"
,"November 21, 2015","10","5","5"
,"November 28, 2015","5","0","5"
,"December 5, 2015","0","0","0"
,"December 12, 2015","5","0","5"
,"December 19, 2015","5","0","5"
,"December 26, 2015","5","0","5"
,"January 2, 2016","5","0","5"
,"January 9, 2016","5","0","5"
,"January 16, 2016","5","5","0"
,"January 23, 2016","5","0","5"
,"January 30, 2016","5","5","0"
,"February 6, 2016","5","5","0"
,"February 13, 2016","5","0","5"
,"February 20, 2016","5","5","0"
,"February 27, 2016","5","5","0"
,"March 5, 2016","5","5","0"
,"March 12, 2016","5","0","5"
,"March 19, 2016","5","5","0"
,"March 26, 2016","5","5","0"
,"April 2, 2016","5","5","0"
,"April 9, 2016","5","5","0"
,"April 16, 2016","5","5","0"
,"April 23, 2016","5","0","5"
,"April 30, 2016","5","0","5"
,"May 7, 2016","5","5","0"
,"May 14, 2016","5","5","0"
,"May 21, 2016","5","5","0"
,"May 28, 2016","5","5","0"
,"June 4, 2016","0","0","0"
,"June 11, 2016","5","5","0"
,"June 18, 2016","5","5","0"
,"June 25, 2016","10","5","5"
,"July 2, 2016","5","5","0"
,"July 9, 2016","5","5","0"
,"July 16, 2016","5","0","5"
,"July 23, 2016","10","0","10"
,"July 30, 2016","10","5","5"
,"August 6, 2016","5","0","5"
,"August 13, 2016","5","0","5"
,"August 20, 2016","10","5","5"
,"August 27, 2016","5","0","5"
,"September 3, 2016","5","0","5"
,"September 10, 2016","10","5","5"
,"September 17, 2016","5","0","5"
,"September 24, 2016","5","5","0"
,"October 1, 2016","5","0","5"
,"October 8, 2016","5","5","0"
,"October 15, 2016","5","0","5"
,"October 22, 2016","5","5","0"
,"October 29, 2016","5","0","5"
,"November 5, 2016","10","5","5"
,"November 12, 2016","5","0","5"
,"November 19, 2016","10","5","5"
,"November 26, 2016","5","5","0"
,"December 3, 2016","5","5","0"
,"December 10, 2016","0","0","0"
,"December 17, 2016","5","5","0"
,"December 24, 2016","5","5","0"
,"December 31, 2016","10","5","5"
,"January 7, 2017","..","..",".."
,"January 14, 2017","..","..",".."
,"January 21, 2017","..","..",".."
,"January 28, 2017","..","..",".."
,"February 4, 2017","..","..",".."
,"February 11, 2017","..","..",".."
,"February 18, 2017","..","..",".."
,"February 25, 2017","..","..",".."
,"March 4, 2017","..","..",".."
,"March 11, 2017","..","..",".."
,"March 18, 2017","..","..",".."
,"March 25, 2017","..","..",".."
,"April 1, 2017","..","..",".."
,"April 8, 2017","..","..",".."
,"April 15, 2017","..","..",".."
,"April 22, 2017","..","..",".."
,"April 29, 2017","..","..",".."
,"May 6, 2017","..","..",".."
,"May 13, 2017","..","..",".."
,"May 20, 2017","..","..",".."
,"May 27, 2017","..","..",".."
,"June 3, 2017","..","..",".."
,"June 10, 2017","..","..",".."
,"June 17, 2017","..","..",".."
,"June 24, 2017","..","..",".."
,"July 1, 2017","..","..",".."
,"July 8, 2017","..","..",".."
,"July 15, 2017","..","..",".."
,"July 22, 2017","..","..",".."
,"July 29, 2017","..","..",".."
,"August 5, 2017","..","..",".."
,"August 12, 2017","..","..",".."
,"August 19, 2017","..","..",".."
,"August 26, 2017","..","..",".."
,"September 2, 2017","..","..",".."
,"September 9, 2017","..","..",".."
,"September 16, 2017","..","..",".."
,"September 23, 2017","..","..",".."
,"September 30, 2017","..","..",".."
,"October 7, 2017","..","..",".."
,"October 14, 2017","..","..",".."
,"October 21, 2017","..","..",".."
,"October 28, 2017","..","..",".."
,"November 4, 2017","..","..",".."
,"November 11, 2017","..","..",".."
,"November 18, 2017","..","..",".."
,"November 25, 2017","..","..",".."
,"December 2, 2017","..","..",".."
,"December 9, 2017","..","..",".."
,"December 16, 2017","..","..",".."
,"December 23, 2017","..","..",".."
,"December 30, 2017","..","..",".."
,"January 6, 2018","..","..",".."
,"January 13, 2018","..","..",".."
,"January 20, 2018","..","..",".."
,"January 27, 2018","..","..",".."
,"February 3, 2018","..","..",".."
,"February 10, 2018","..","..",".."
,"February 17, 2018","..","..",".."
,"February 24, 2018","..","..",".."
,"March 3, 2018","..","..",".."
,"March 10, 2018","..","..",".."
,"March 17, 2018","..","..",".."
,"March 24, 2018","..","..",".."
,"March 31, 2018","..","..",".."
,"April 7, 2018","..","..",".."
,"April 14, 2018","..","..",".."
,"April 21, 2018","..","..",".."
,"April 28, 2018","..","..",".."
,"May 5, 2018","..","..",".."
,"May 12, 2018","..","..",".."
,"May 19, 2018","..","..",".."
,"May 26, 2018","..","..",".."
,"June 2, 2018","..","..",".."
,"June 9, 2018","..","..",".."
,"June 16, 2018","..","..",".."
,"June 23, 2018","..","..",".."
,"June 30, 2018","..","..",".."
,"July 7, 2018","..","..",".."
,"July 14, 2018","..","..",".."
,"July 21, 2018","..","..",".."
,"July 28, 2018","..","..",".."
,"August 4, 2018","..","..",".."
,"August 11, 2018","..","..",".."
,"August 18, 2018","..","..",".."
,"August 25, 2018","..","..",".."
,"September 1, 2018","..","..",".."
,"September 8, 2018","..","..",".."
,"September 15, 2018","..","..",".."
,"September 22, 2018","..","..",".."
,"September 29, 2018","..","..",".."
,"October 6, 2018","..","..",".."
,"October 13, 2018","..","..",".."
,"October 20, 2018","..","..",".."
,"October 27, 2018","..","..",".."
,"November 3, 2018","..","..",".."
,"November 10, 2018","..","..",".."
,"November 17, 2018","..","..",".."
,"November 24, 2018","..","..",".."
,"December 1, 2018","..","..",".."
,"December 8, 2018","..","..",".."
,"December 15, 2018","..","..",".."
,"December 22, 2018","..","..",".."
,"December 29, 2018","..","..",".."
,"January 5, 2019","..","..",".."
,"January 12, 2019","..","..",".."
,"January 19, 2019","..","..",".."
,"January 26, 2019","..","..",".."
,"February 2, 2019","..","..",".."
,"February 9, 2019","..","..",".."
,"February 16, 2019","..","..",".."
,"February 23, 2019","..","..",".."
,"March 2, 2019","..","..",".."
,"March 9, 2019","..","..",".."
,"March 16, 2019","..","..",".."
,"March 23, 2019","..","..",".."
,"March 30, 2019","..","..",".."
,"April 6, 2019","..","..",".."
,"April 13, 2019","..","..",".."
,"April 20, 2019","..","..",".."
,"April 27, 2019","..","..",".."
,"May 4, 2019","..","..",".."
,"May 11, 2019","..","..",".."
,"May 18, 2019","..","..",".."
,"May 25, 2019","..","..",".."
,"June 1, 2019","..","..",".."
,"June 8, 2019","..","..",".."
,"June 15, 2019","..","..",".."
,"June 22, 2019","..","..",".."
,"June 29, 2019","..","..",".."
,"July 6, 2019","..","..",".."
,"July 13, 2019","..","..",".."
,"July 20, 2019","..","..",".."
,"July 27, 2019","..","..",".."
,"August 3, 2019","..","..",".."
,"August 10, 2019","..","..",".."
,"August 17, 2019","..","..",".."
,"August 24, 2019","..","..",".."
,"August 31, 2019","..","..",".."
,"September 7, 2019","..","..",".."
,"September 14, 2019","..","..",".."
,"September 21, 2019","..","..",".."
,"September 28, 2019","..","..",".."
,"October 5, 2019","..","..",".."
,"October 12, 2019","..","..",".."
,"October 19, 2019","..","..",".."
,"October 26, 2019","..","..",".."
,"November 2, 2019","..","..",".."
,"November 9, 2019","..","..",".."
,"November 16, 2019","..","..",".."
,"November 23, 2019","..","..",".."
,"November 30, 2019","..","..",".."
,"December 7, 2019","..","..",".."
,"December 14, 2019","..","..",".."
,"December 21, 2019","..","..",".."
,"December 28, 2019","..","..",".."
,"January 4, 2020","..","..",".."
,"January 11, 2020","..","..",".."
,"January 18, 2020","..","..",".."
,"January 25, 2020","..","..",".."
,"February 1, 2020","..","..",".."
,"February 8, 2020","..","..",".."
,"February 15, 2020","..","..",".."
,"February 22, 2020","..","..",".."
,"February 29, 2020","..","..",".."
,"March 7, 2020","..","..",".."
,"March 14, 2020","..","..",".."
,"March 21, 2020","..","..",".."
,"March 28, 2020","..","..",".."
,"April 4, 2020","..","..",".."
,"April 11, 2020","..","..",".."
,"April 18, 2020","..","..",".."
,"April 25, 2020","..","..",".."
,"May 2, 2020","..","..",".."
,"May 9, 2020","..","..",".."
,"May 16, 2020","..","..",".."
,"May 23, 2020","..","..",".."
,"May 30, 2020","..","..",".."
,"June 6, 2020","..","..",".."
,"June 13, 2020","..","..",".."
,"June 20, 2020","..","..",".."
,"June 27, 2020","..","..",".."
,"July 4, 2020","..","..",".."
,"July 11, 2020","..","..",".."
,"July 18, 2020","..","..",".."
,"July 25, 2020","..","..",".."
,"August 1, 2020","..","..",".."
,"August 8, 2020","..","..",".."
,"August 15, 2020","..","..",".."
,"August 22, 2020","..","..",".."
,"August 29, 2020","..","..",".."
,"September 5, 2020","..","..",".."
,"September 12, 2020","..","..",".."
,"September 19, 2020","..","..",".."
,"September 26, 2020","..","..",".."
,"October 3, 2020","..","..",".."
,"October 10, 2020","..","..",".."
,"October 17, 2020","..","..",".."
,"October 24, 2020","..","..",".."
,"October 31, 2020","..","..",".."
,"November 7, 2020","..","..",".."
,"November 14, 2020","..","..",".."
,"November 21, 2020","..","..",".."
,"November 28, 2020","..","..",".."
,"December 5, 2020","..","..",".."
,"December 12, 2020","..","..",".."
,"December 19, 2020","..","..",".."
,"December 26, 2020","..","..",".."
,"January 2, 2021","..","..",".."
,"January 9, 2021","..","..",".."
,"January 16, 2021","..","..",".."
,"January 23, 2021","..","..",".."
,"January 30, 2021","..","..",".."
,"February 6, 2021","..","..",".."
,"February 13, 2021","..","..",".."
,"February 20, 2021","..","..",".."
,"February 27, 2021","..","..",".."
,"March 6, 2021","..","..",".."
,"March 13, 2021","..","..",".."
,"March 20, 2021","..","..",".."
,"March 27, 2021","..","..",".."
,"April 3, 2021","..","..",".."
,"April 10, 2021","..","..",".."
,"April 17, 2021","..","..",".."
,"April 24, 2021","..","..",".."
,"May 1, 2021","..","..",".."
,"May 8, 2021","..","..",".."
,"May 15, 2021","..","..",".."
,"May 22, 2021","..","..",".."
,"May 29, 2021","..","..",".."
,"June 5, 2021","..","..",".."
,"June 12, 2021","..","..",".."
,"June 19, 2021","..","..",".."
,"June 26, 2021","..","..",".."
,"July 3, 2021","..","..",".."
,"July 10, 2021","..","..",".."
,"July 17, 2021","..","..",".."
,"July 24, 2021","..","..",".."
,"July 31, 2021","..","..",".."
,"August 7, 2021","..","..",".."
,"August 14, 2021","..","..",".."
,"August 21, 2021","..","..",".."
,"August 28, 2021","..","..",".."
,"September 4, 2021","..","..",".."
,"September 11, 2021","..","..",".."
,"September 18, 2021","..","..",".."
,"September 25, 2021","..","..",".."
,"October 2, 2021","..","..",".."
,"October 9, 2021","..","..",".."
,"October 16, 2021","..","..",".."
,"October 23, 2021","..","..",".."
,"October 30, 2021","..","..",".."
,"November 6, 2021","..","..",".."
,"November 13, 2021","..","..",".."
,"November 20, 2021","..","..",".."
,"November 27, 2021","..","..",".."
,"December 4, 2021","..","..",".."
,"December 11, 2021","..","..",".."
,"December 18, 2021","..","..",".."
,"December 25, 2021","..","..",".."
,"January 1, 2022","..","..",".."
,"January 8, 2022","..","..",".."
,"January 15, 2022","..","..",".."
,"January 22, 2022","..","..",".."
,"January 29, 2022","..","..",".."
,"February 5, 2022","..","..",".."
,"February 12, 2022","..","..",".."
,"February 19, 2022","..","..",".."
,"February 26, 2022","..","..",".."
,"March 5, 2022","..","..",".."
,"March 12, 2022","..","..",".."
,"March 19, 2022","..","..",".."
,"March 26, 2022","..","..",".."
,"April 2, 2022","..","..",".."
,"April 9, 2022","..","..",".."
,"April 16, 2022","..","..",".."
,"April 23, 2022","..","..",".."
,"April 30, 2022","..","..",".."
,"May 7, 2022","..","..",".."
,"May 14, 2022","..","..",".."
,"May 21, 2022","..","..",".."
,"May 28, 2022","..","..",".."
,"June 4, 2022","..","..",".."
,"June 11, 2022","..","..",".."
,"June 18, 2022","..","..",".."
,"June 25, 2022","..","..",".."
,"July 2, 2022","..","..",".."
,"July 9, 2022","..","..",".."
,"July 16, 2022","..","..",".."
,"July 23, 2022","..","..",".."
,"July 30, 2022","..","..",".."
,"August 6, 2022","..","..",".."
,"August 13, 2022","..","..",".."
,"August 20, 2022","..","..",".."
,"August 27, 2022","..","..",".."
,"September 3, 2022","..","..",".."
,"September 10, 2022","..","..",".."
,"September 17, 2022","..","..",".."
,"September 24, 2022","..","..",".."
,"October 1, 2022","..","..",".."
,"October 8, 2022","..","..",".."
,"October 15, 2022","..","..",".."
,"October 22, 2022","..","..",".."
,"October 29, 2022","..","..",".."
,"November 5, 2022","..","..",".."
,"November 12, 2022","..","..",".."
,"November 19, 2022","..","..",".."
,"November 26, 2022","..","..",".."
,"December 3, 2022","..","..",".."
,"December 10, 2022","..","..",".."
,"December 17, 2022","..","..",".."
,"December 24, 2022","..","..",".."
,"December 31, 2022","..","..",".."
"Northwest Territories, place of occurrence","January 9, 2010","5","5","0"
,"January 16, 2010","0","0","0"
,"January 23, 2010","5","5","0"
,"January 30, 2010","5","0","5"
,"February 6, 2010","0","0","0"
,"February 13, 2010","5","5","0"
,"February 20, 2010","5","0","5"
,"February 27, 2010","0","0","0"
,"March 6, 2010","5","0","5"
,"March 13, 2010","0","0","0"
,"March 20, 2010","5","5","0"
,"March 27, 2010","5","0","5"
,"April 3, 2010","10","5","5"
,"April 10, 2010","5","5","0"
,"April 17, 2010","5","5","0"
,"April 24, 2010","5","5","0"
,"May 1, 2010","0","0","0"
,"May 8, 2010","5","5","0"
,"May 15, 2010","0","0","0"
,"May 22, 2010","0","0","0"
,"May 29, 2010","5","5","0"
,"June 5, 2010","5","5","0"
,"June 12, 2010","10","5","5"
,"June 19, 2010","0","0","0"
,"June 26, 2010","5","5","0"
,"July 3, 2010","10","5","5"
